,location,size,total_sqft,bath,balcony,price
6291,AMS Layout,3 Bedroom,1200.0,4.0,2.0,80.0
6292,Green Glen Layout,3 BHK,1752.0,3.0,2.0,105.0
6293,Abbigere,4 Bedroom,1200.0,3.0,2.0,120.0
6294,Mahalakshmi Layout,5 Bedroom,1200.0,5.0,1.0,200.0
6295,Old Madras Road,3 BHK,1480.0,2.0,2.0,84.0
6296,Jnana Ganga Nagar,3 Bedroom,600.0,4.0,1.0,81.0
6297,Sarjapur  Road,3 BHK,1826.0,3.0,2.0,130.0
6298,8th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,39.33
6299,Sarjapur  Road,4 Bedroom,2600.0,4.0,0.0,98.0
6300,Kasavanhalli,3 BHK,1667.0,3.0,2.0,92.0
6301,Thanisandra,2 BHK,934.0,2.0,2.0,55.0
6302,JP Nagar,3 BHK,84.53,3.0,1.0,69.34
6303,Mahadevpura,3 BHK,1620.0,2.0,1.0,76.0
6304,Electronic City,2 BHK,1070.0,2.0,1.0,47.0
6305,Hosur Road,5 Bedroom,3600.0,5.0,3.0,180.0
6306,Uttarahalli,3 BHK,1280.0,2.0,2.0,60.0
6307,rr nagar,2 BHK,1400.0,2.0,2.0,60.0
6308,Vishveshwarya Layout,7 Bedroom,1200.0,8.0,0.0,180.0
6309,"Varthur Road, ",2 BHK,1330.0,2.0,1.0,64.0
6310,Balagere,2 BHK,1012.0,2.0,1.0,54.59
6311,Electronic City Phase II,3 BHK,1611.0,2.0,2.0,48.33
6312,Whitefield,3 BHK,1405.0,3.0,2.0,58.0
6313,VGP Layout,3 BHK,1515.0,3.0,3.0,90.0
6314,Thigalarapalya,3 BHK,1830.0,4.0,2.0,150.0
6315,Kaggadasapura,3 BHK,1710.0,3.0,0.0,60.0
6316,BTM Layout,2 BHK,935.0,2.0,1.0,51.5
6317,Jakkur,3 BHK,2197.0,3.0,2.0,136.0
6318,TC Palaya,4 Bedroom,600.0,4.0,0.0,65.0
6319,Yeshwanthpur,3 BHK,1678.0,3.0,0.0,92.13
6320,Brookefield,3 BHK,1410.0,2.0,0.0,80.0
6321,Jakkur,2 BHK,1125.0,2.0,2.0,65.0
6322,Magadi Road,3 BHK,1191.0,2.0,1.0,55.38
6323,Thubarahalli,2 BHK,1200.0,2.0,2.0,79.0
6324,CV Raman Nagar,3 BHK,1525.0,2.0,3.0,67.0
6325,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,3.0,56.0
6326,Seegehalli,2 BHK,920.0,2.0,1.0,27.0
6327,Yelahanka,1 BHK,651.0,1.0,1.0,17.5
6328,Chikkabanavar,2 BHK,600.0,1.0,2.0,25.0
6329,Chandapura,1 BHK,645.0,1.0,1.0,16.45
6330,Thanisandra,2 BHK,1185.0,2.0,2.0,44.0
6331,Electronics City Phase 1,2 BHK,1190.0,2.0,1.0,68.0
6332,Harohalli,2 Bedroom,2.09,2.0,0.0,200.0
6333,Whitefield,4 BHK,2830.0,5.0,0.0,158.5
6334,Whitefield,2 BHK,1355.0,2.0,3.0,73.0
6335,KR Puram,2 Bedroom,1200.0,1.0,0.0,65.0
6336,Kundalahalli,4 Bedroom,7000.0,4.0,3.0,550.0
6337,Ramamurthy Nagar,6 Bedroom,1200.0,4.0,1.0,110.0
6338,Yelahanka New Town,1 BHK,500.0,2.0,1.0,24.0
6339,Bommasandra Industrial Area,3 BHK,1250.0,3.0,3.0,50.0
6340,Uttarahalli,3 BHK,1480.0,2.0,1.0,58.0
6341,Ambalipura,4 BHK,3300.0,4.0,2.0,329.0
6342,KR Puram,3 BHK,1482.0,788.0,0.0,70.445
6343,Green Woods Layout,2 BHK,1206.0,2.0,1.0,53.0
6344,Rajaji Nagar,2 BHK,1357.0,2.0,1.0,130.0
6345,Hosakerehalli,2 BHK,925.0,2.0,1.0,46.5
6346,8th Phase JP Nagar,2 BHK,909.0,2.0,1.0,40.9
6347,Seegehalli,3 Bedroom,3000.0,5.0,2.0,335.0
6348,Brookefield,2 BHK,1100.0,2.0,1.0,55.0
6349,Malleshwaram,4 Bedroom,3000.0,5.0,2.0,815.0
6350,Vidyaranyapura,2 BHK,1100.0,2.0,1.0,54.0
6351,Subramanyapura,2 BHK,975.0,2.0,1.0,65.0
6352,Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,2.0,44.17
6353,Roopena Agrahara,4 Bedroom,1200.0,4.0,1.0,95.0
6354,Kalena Agrahara,1 BHK,610.0,1.0,1.0,39.0
6355,Yelahanka,3 BHK,1484.0,2.0,2.0,56.4
6356,Ramamurthy Nagar,2 BHK,1125.0,2.0,1.0,47.0
6357,Bhoganhalli,2 BHK,1447.0,2.0,1.0,75.97
6358,Whitefield,4 BHK,2882.0,5.0,1.0,158.0
6359,Vidyaranyapura,4 Bedroom,750.0,4.0,0.0,88.0
6360,Kundalahalli,3 BHK,2075.0,3.0,1.0,115.0
6361,Stage-4 Bommanahalli,2 BHK,1250.0,2.0,1.0,58.0
6362,Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,51.5
6363,Banashankari Stage II,4 Bedroom,1050.0,3.0,2.0,125.0
6364,Venkateshpuram,2 BHK,625.0,2.0,1.0,24.0
6365,1st Phase JP Nagar,1 BHK,840.0,2.0,2.0,50.0
6366,Hennur Road,4 BHK,2502.0,4.0,2.0,180.0
6367,Rayasandra,1 BHK,583.0,1.0,1.0,26.9
6368,Gunjur Palya,2 BHK,900.0,2.0,1.0,27.0
6369,Sarjapur  Road,2 BHK,1115.0,2.0,2.0,50.0
6370,HOSUR MAIN ROAD,2 BHK,1464.0,2.0,2.0,56.0
6371,Kanakapura,3 Bedroom,2200.0,3.0,1.0,121.0
6372,Whitefield,1 BHK,750.0,1.0,1.0,51.0
6373,Marathahalli,3 BHK,1600.0,3.0,3.0,58.0
6374,Chikkalasandra,3 BHK,1365.0,2.0,2.0,49.0
6375,"Judicial Layout, Kanakapura Road, ",3 BHK,1300.0,3.0,2.0,64.0
6376,Kurubarahalli,1 Bedroom,1200.0,1.0,0.0,69.0
6377,Hormavu,2 BHK,1260.0,2.0,2.0,35.0
6378,Electronics City Phase 1,2 BHK,1190.0,2.0,2.0,33.92
6379,Hosakerehalli,3 BHK,2480.0,4.0,1.0,260.0
6380,Vishwapriya Layout,3 BHK,1250.0,3.0,2.0,38.0
6381,Kaggadasapura,3 BHK,1500.0,3.0,0.0,75.0
6382,Banashankari Stage V,3 BHK,1510.0,3.0,3.0,47.57
6383,7th Phase JP Nagar,2 BHK,1187.0,2.0,1.0,59.0
6384,Kundalahalli,2 BHK,1120.0,2.0,1.0,53.76
6385,Whitefield,2 BHK,981.0,2.0,0.0,34.555
6386,Dodsworth Layout,3 BHK,1717.0,3.0,3.0,99.0
6387,Mullur,3 BHK,2099.0,3.0,0.0,95.0
6388,Kasturi Nagar,2 BHK,1100.0,2.0,2.0,58.0
6389,Hegganahalli,1 Bedroom,1200.0,1.0,0.0,48.0
6390,Bannerghatta Road,3 BHK,1465.0,2.0,1.0,45.87
6391,Kothanur,1 Bedroom,1500.0,1.0,0.0,75.0
6392,Prashanth Nagar,5 Bedroom,4050.0,4.0,1.0,600.0
6393,Haralur Road,3 BHK,1255.0,2.0,1.0,90.0
6394,5th Phase JP Nagar,2 BHK,1220.0,2.0,3.0,88.0
6395,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,30.88
6396,Sultan Palaya,3 BHK,1765.0,3.0,3.0,80.0
6397,Bellandur,2 BHK,1281.0,2.0,2.0,87.0
6398,Electronic City,2 BHK,1210.0,2.0,2.0,25.0
6399,Kaggadasapura,2 BHK,1215.0,2.0,3.0,43.0
6400,Ananth Nagar,4 Bedroom,1200.0,3.0,1.0,87.0
6401,Mysore Road,2 BHK,1237.0,2.0,2.0,73.0
6402,Lakshminarayana Pura,2 BHK,1300.0,2.0,1.0,70.0
6403,Whitefield,2 BHK,1105.0,2.0,2.0,39.99
6404,Chandapura,3 BHK,1505.0,2.0,2.0,42.0
6405,Hebbal Kempapura,4 BHK,3900.0,5.0,0.0,310.0
6406,Banashankari,2 BHK,1186.0,2.0,3.0,65.0
6407,Byrathi Village,4 Bedroom,900.0,3.0,1.0,51.0
6408,Kengeri,2 BHK,750.0,2.0,1.0,35.5
6409,Varthur,2 BHK,1083.0,2.0,2.0,28.0
6410,Nagaraja Garden,3 BHK,1430.0,2.0,1.0,78.65
6411,Thanisandra,2 BHK,1056.0,2.0,2.0,68.0
6412,VGP Layout,3 BHK,2108.0,3.0,3.0,85.0
6413,Banashankari,3 BHK,1650.0,3.0,2.0,101.0
6414,Electronic City Phase II,3 BHK,1220.0,3.0,1.0,36.6
6415,Rayasandra,2 BHK,1198.0,2.0,1.0,54.0
6416,Ejipura,2 BHK,1190.0,2.0,1.0,70.0
6417,"Judicial Layout, Kanakapura Road, ",2 BHK,900.0,2.0,1.0,41.0
6418,J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,2690.0,4.0,2.0,185.0
6419,Kanakapura,2 BHK,1340.0,2.0,2.0,65.0
6420,Bommenahalli,4 Bedroom,2940.0,3.0,2.0,2250.0
6421,Giri Nagar,6 Bedroom,2400.0,6.0,1.0,400.0
6422,Whitefield,1 Bedroom,2324.0,788.0,0.0,26.73
6423,Yelahanka,2 BHK,1260.0,2.0,2.0,59.2
6424,Talaghattapura,3 BHK,2254.0,3.0,2.0,153.0
6425,Old Madras Road,3 BHK,2990.0,5.0,1.0,210.0
6426,1st Block BEL Layout,4 Bedroom,1800.0,5.0,1.0,250.0
6427,JP Nagar,2 BHK,820.0,2.0,1.0,45.0
6428,Electronic City,2 BHK,1296.0,2.0,2.0,65.0
6429,Uttarahalli,2 BHK,1190.0,2.0,1.0,53.55
6430,Whitefield,2 BHK,1173.0,2.0,1.0,77.0
6431,Sarjapura - Attibele Road,3 Bedroom,1800.0,3.0,2.0,90.0
6432,Yelahanka,2 BHK,1102.0,2.0,0.0,52.0
6433,Sarjapur,2 BHK,913.0,2.0,1.0,36.0
6434,Hormavu,3 BHK,1176.0,2.0,1.0,35.27
6435,Prithvi Layout,3 BHK,1620.0,3.0,0.0,65.0
6436,Billekahalli,3 BHK,2968.0,3.0,0.0,225.0
6437,Yelahanka,2 BHK,1519.0,2.0,3.0,65.0
6438,Hosur Road,2 BHK,1345.0,2.0,2.0,106.0
6439,Dodsworth Layout,3 BHK,1594.0,3.0,2.0,99.0
6440,Kaverappa Layout,2 BHK,1250.0,2.0,1.0,68.0
6441,Haralur Road,2 BHK,1056.0,2.0,1.0,60.0
6442,Whitefield,3 Bedroom,1200.0,3.0,1.0,68.4
6443,Kothnur Narayanapura,2 Bedroom,1290.0,1.0,0.0,77.5
6444,Amruthnagar,2 BHK,1150.0,2.0,1.0,48.0
6445,Ambedkar Colony,2 BHK,1464.0,2.0,1.0,145.0
6446,Anekal,4 Bedroom,1200.0,2.0,1.0,36.0
6447,Gollarapalya Hosahalli,2 BHK,861.0,2.0,0.0,36.5
6448,Kundalahalli,2 BHK,1047.0,2.0,1.0,82.62
6449,Lakshmipura,2 Bedroom,1200.0,2.0,0.0,75.0
6450,Kirloskar Layout,10 Bedroom,1200.0,10.0,0.0,190.0
6451,Hongasandra,2 BHK,1065.0,2.0,1.0,45.0
6452,Rajaji Nagar,3 BHK,2300.0,3.0,3.0,369.0
6453,Ramamurthy Nagar,2 BHK,1000.0,2.0,1.0,62.0
6454,Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,113.0
6455,Harlur,3 BHK,1756.0,3.0,2.0,131.0
6456,BEL Road,5 Bedroom,4000.0,4.0,2.0,1000.0
6457,Vignana Nagar,4 BHK,1050.0,4.0,2.0,90.0
6458,Vittasandra,2 BHK,1238.0,2.0,1.0,67.32
6459,Dasanapura,2 BHK,814.0,2.0,1.0,42.0
6460,Dodda Nekkundi,2 BHK,1145.0,2.0,1.0,46.5
6461,Varthur,2 BHK,965.0,2.0,1.0,34.0
6462,Doddabele,2 BHK,750.0,2.0,1.0,36.0
6463,Banashankari,3 BHK,1300.0,2.0,2.0,55.0
6464,1st Phase JP Nagar,3 BHK,1590.0,3.0,3.0,131.0
6465,Begur Road,1 BHK,644.0,1.0,1.0,40.0
6466,Whitefield,2 BHK,982.0,2.0,1.0,37.0
6467,Indira Nagar,2 BHK,1260.0,2.0,2.0,100.0
6468,Rayasandra,3 BHK,1555.0,3.0,2.0,75.17
6469,Race Course Road,4 Bedroom,2500.0,4.0,1.0,450.0
6470,Kaggadasapura,2 BHK,1225.0,2.0,2.0,48.0
6471,Electronics City Phase 1,2 BHK,1085.0,2.0,1.0,46.0
6472,Rajaji Nagar,3 BHK,1640.0,3.0,2.0,220.0
6473,Thanisandra,3 BHK,1595.0,3.0,1.0,110.0
6474,Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,40.44
6475,Yelahanka,3 BHK,1859.0,3.0,1.0,108.0
6476,9th Phase JP Nagar,2 BHK,1079.0,2.0,1.0,60.0
6477,Shivaji Nagar,2 BHK,550.0,1.0,1.0,27.0
6478,Whitefield,2 BHK,1118.0,2.0,1.0,42.0
6479,CV Raman Nagar,2 BHK,1198.0,2.0,2.0,60.0
6480,Chandapura,3 BHK,1100.0,788.0,0.0,30.215
6481,Thigalarapalya,3 BHK,1830.0,4.0,2.0,135.0
6482,Banashankari Stage VI,2 BHK,1160.0,2.0,1.0,59.0
6483,Srirampuram,3 BHK,1485.0,2.0,1.0,156.0
6484,Ejipura,3 BHK,2070.0,3.0,3.0,135.0
6485,Basaveshwara Nagar,6 Bedroom,750.0,4.0,1.0,150.0
6486,Kannamangala,2 BHK,957.0,2.0,0.0,52.5
6487,Basaveshwara Nagar,5 Bedroom,2400.0,4.0,1.0,310.0
6488,Bannerghatta Road,2 BHK,1268.0,2.0,1.0,69.0
6489,Bannerghatta Road,3 BHK,1450.0,2.0,2.0,87.0
6490,Manorayana Palya,3 BHK,1600.0,2.0,2.0,75.0
6491,Uttarahalli,3 BHK,1330.0,2.0,1.0,57.0
6492,Jakkur,3 BHK,1355.0,2.0,2.0,65.0
6493,Horamavu Banaswadi,2 BHK,1272.0,2.0,2.0,51.5
6494,Abbaiah Reddy Layout,2 BHK,1100.0,2.0,1.0,38.49
6495,Sarjapur  Road,3 BHK,1220.0,3.0,2.0,58.0
6496,Chikkalasandra,2 BHK,1075.0,2.0,1.0,46.76
6497,Lingarajapuram,2 BHK,800.0,2.0,1.0,55.0
6498,Vasanthapura,2 BHK,995.0,2.0,1.0,34.82
6499,Vasantha Vallabha Nagar,2 BHK,900.0,1.0,1.0,44.0
6500,Haralur Road,2 BHK,1140.0,2.0,1.0,42.0
6501,Ganga Nagar,3 BHK,1480.0,2.0,2.0,125.0
6502,Padmanabhanagar,3 BHK,1710.0,2.0,2.0,90.63
6503,Talaghattapura,3 BHK,2106.0,3.0,3.0,148.0
6504,Yeshwanthpur,9 Bedroom,2400.0,6.0,0.0,270.0
6505,Sadahalli,3 Bedroom,3800.0,2.0,0.0,130.0
6506,Vajarahalli,3 Bedroom,800.0,3.0,2.0,120.0
6507,Marathahalli,2 BHK,1602.0,2.0,0.0,104.0
6508,Sarjapur  Road,3 BHK,1660.0,2.0,2.0,116.0
6509,Electronic City Phase II,3 BHK,1549.0,3.0,2.0,80.0
6510,Marathahalli,1 BHK,700.0,1.0,1.0,38.0
6511,Balagere,2 BHK,1012.0,2.0,1.0,64.0
6512,Marathahalli,3 BHK,1469.0,3.0,1.0,89.0
6513,Whitefield,2 BHK,1216.0,2.0,1.0,69.0
6514,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,56.13
6515,Thanisandra,3 BHK,1411.0,3.0,1.0,93.15
6516,Pai Layout,2 BHK,1400.0,2.0,2.0,57.5
6517,Hoskote,3 BHK,1250.0,3.0,2.0,29.0
6518,Haralur Road,2 BHK,1245.0,2.0,3.0,62.0
6519,Choodasandra,2 BHK,1115.0,2.0,1.0,50.0
6520,Vidyaranyapura,2 BHK,1000.0,2.0,1.0,35.0
6521,Panathur,3 BHK,1565.0,3.0,0.0,71.89
6522,Subramanyapura,3 BHK,1800.0,3.0,2.0,90.0
6523,Mathikere,2 BHK,1500.0,2.0,2.0,130.0
6524,Chandapura,1 BHK,645.0,1.0,1.0,16.45
6525,Kothannur,3 BHK,1275.0,3.0,2.0,44.0
6526,Kasavanhalli,3 BHK,1494.0,3.0,2.0,82.0
6527,Bhoganhalli,3 BHK,1949.0,3.0,2.0,129.0
6528,BTM Layout,2 BHK,1020.0,2.0,1.0,46.5
6529,Mysore Road,2 BHK,883.0,2.0,1.0,45.0
6530,Old Airport Road,4 BHK,3200.0,4.0,0.0,280.0
6531,Uttarahalli,6 Bedroom,1680.0,6.0,1.0,125.0
6532,Mysore Road,12 Bedroom,2232.0,6.0,2.0,300.0
6533,Anand nagar,3 BHK,2010.0,3.0,3.0,125.0
6534,Yeshwanthpur,2 BHK,1240.0,2.0,2.0,80.0
6535,6th Phase JP Nagar,2 BHK,1213.0,2.0,1.0,63.0
6536,Hegde Nagar,3 BHK,1835.0,3.0,3.0,88.0
6537,Hoskote,9 Bedroom,1800.0,10.0,3.0,185.0
6538,Bannerghatta Road,4 BHK,2932.0,5.0,0.0,195.0
6539,Whitefield,4 Bedroom,3425.0,5.0,2.0,250.0
6540,Gottigere,2 BHK,945.0,2.0,0.0,45.0
6541,Sathya Layout,3 BHK,1504.0,2.0,2.0,100.0
6542,Lakshminarayana Pura,3 BHK,1569.0,3.0,2.0,150.0
6543,Harlur,3 BHK,1755.0,3.0,2.0,130.0
6544,Vijayanagar,3 BHK,1760.0,3.0,0.0,140.0
6545,Hoodi,2 BHK,1240.0,2.0,3.0,43.94
6546,Electronics City Phase 1,3 BHK,1450.0,3.0,2.0,72.54
6547,5th Phase JP Nagar,2 BHK,1000.0,2.0,0.0,48.0
6548,Shivaji Nagar,1 Bedroom,3820.0,1.0,1.0,306.0
6549,Thyagaraja Nagar,5 BHK,2000.0,4.0,2.0,145.0
6550,Choodasandra,2 BHK,1215.0,2.0,2.0,59.0
6551,5 Bedroom Farm House in Lakshmipura,5 Bedroom,24.0,6.0,2.0,550.0
6552,Yelachenahalli,3 BHK,1330.0,3.0,3.0,73.5
6553,Raja Rajeshwari Nagar,2 BHK,1178.0,2.0,1.0,75.0
6554,Hulimavu,4 Bedroom,1500.0,4.0,3.0,192.0
6555,Shree Ananth Nagar Layout,2 BHK,2040.0,2.0,2.0,59.0
6556,Bellandur,3 BHK,2000.0,3.0,2.0,85.0
6557,Shanti Nagar,3 BHK,1602.0,2.0,1.0,165.0
6558,2nd Stage Arekere Mico Layout,4 Bedroom,1200.0,4.0,1.0,130.0
6559,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,46.0
6560,Jayamahal,3 BHK,1800.0,3.0,1.0,220.0
6561,Dasarahalli,3 Bedroom,2400.0,2.0,1.0,152.0
6562,Sarjapur  Road,3 BHK,1700.0,3.0,3.0,108.0
6563,Jigani,3 BHK,1200.0,3.0,2.0,65.0
6564,Veer Sandra,3 Bedroom,1500.0,3.0,0.0,72.0
6565,Karuna Nagar,3 Bedroom,1240.0,3.0,2.0,165.0
6566,Whitefield,3 Bedroom,3000.0,3.0,2.0,400.0
6567,Kanakpura Road,3 BHK,1737.0,3.0,3.0,85.0
6568,TC Palaya,2 Bedroom,900.0,2.0,0.0,55.0
6569,Chennappa Layout,3 BHK,1280.0,2.0,1.0,48.0
6570,CV Raman Nagar,2 BHK,1560.0,2.0,2.0,85.0
6571,Kambipura,2 BHK,883.0,2.0,1.0,44.0
6572,Kengeri Satellite Town,2 BHK,750.0,2.0,1.0,33.0
6573,Brookefield,4 BHK,2400.0,3.0,3.0,140.0
6574,Bhuvaneshwari Nagar,2 BHK,900.0,2.0,1.0,45.0
6575,Hormavu,2 BHK,1030.0,2.0,1.0,49.35
6576,7th Phase JP Nagar,3 BHK,1850.0,3.0,2.0,155.0
6577,Hennur Road,3 BHK,1831.0,3.0,1.0,110.0
6578,Raja Rajeshwari Nagar 5th Stage,2 BHK,1095.0,2.0,1.0,38.33
6579,Electronic City Phase II,3 BHK,1320.0,2.0,1.0,38.13
6580,Sarjapur  Road,3 BHK,1270.0,2.0,0.0,40.72
6581,7th Phase JP Nagar,2 BHK,1000.0,2.0,1.0,61.0
6582,Budigere,3 BHK,1820.0,3.0,2.0,85.4
6583,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,41.0
6584,TC Palaya,3 Bedroom,1500.0,3.0,0.0,83.0
6585,Electronics City Phase 1,1 RK,360.0,1.0,0.0,16.9
6586,Kadugodi,1 BHK,840.0,1.0,0.0,40.7
6587,Electronic City,2 BHK,1140.0,2.0,1.0,70.93
6588,Chennammana Kere,2 BHK,1145.0,2.0,2.0,58.4
6589,RMV Extension Stage 2,3 BHK,1862.0,3.0,3.0,120.0
6590, Devarachikkanahalli,2 BHK,947.0,2.0,2.0,43.0
6591,Langford Town,4 BHK,697.0,4.0,2.0,211.0
6592,Chandra Layout,3 Bedroom,700.0,3.0,2.0,195.0
6593,Kalena Agrahara,2 BHK,1120.0,2.0,2.0,40.0
6594,Sadanand Nagar,3 BHK,2700.0,3.0,3.0,200.0
6595,Kaggadasapura,3 BHK,1805.0,2.0,2.0,75.0
6596,Basavangudi,2 BHK,1100.0,2.0,3.0,93.0
6597,Bommenahalli,4 Bedroom,1355.0,3.0,0.0,135.0
6598,"Whietfield, ",3 BHK,1677.0,3.0,2.0,98.0
6599,Hosapalya,8 Bedroom,2500.0,8.0,3.0,95.0
6600,Uttarahalli,3 BHK,1560.0,3.0,3.0,74.0
6601,Arekere,3 BHK,2060.0,3.0,2.0,150.0
6602,Koramangala,3 BHK,1716.0,2.0,0.0,115.0
6603,Harlur,3 BHK,1864.0,3.0,1.0,140.0
6604,Electronics City Phase 1,1 BHK,638.0,1.0,1.0,32.0
6605,Sidedahalli,9 Bedroom,1200.0,7.0,3.0,95.0
6606,Kodigehalli,8 BHK,1150.0,9.0,0.0,170.0
6607,Chandapura,2 BHK,937.0,2.0,1.0,30.0
6608,Hennur Gardens,3 BHK,1490.0,2.0,1.0,115.0
6609,Frazer Town,4 BHK,4856.0,5.0,3.0,410.0
6610,Whitefield,4 Bedroom,4003.0,6.0,1.0,525.0
6611,Whitefield,2 BHK,1100.0,2.0,1.0,37.0
6612,Thigalarapalya,2 BHK,1000.0,2.0,2.0,48.53
6613,Horamavu Agara,2 BHK,1060.0,2.0,1.0,37.0
6614,Kundalahalli,2 BHK,1047.0,2.0,1.0,91.0
6615,Basaveshwara Nagar,2 BHK,1200.0,2.0,2.0,80.0
6616,Akshaya Nagar,3 BHK,1420.0,2.0,2.0,75.0
6617,Sarjapur  Road,3 BHK,1539.0,3.0,0.0,85.0
6618,Tejaswini Nagar,3 BHK,1550.0,3.0,1.0,59.0
6619,Kasavanhalli,3 BHK,1555.0,3.0,3.0,82.0
6620,BTM Layout 1stage 9th Main,7 Bedroom,600.0,6.0,2.0,138.0
6621,Seegehalli,3 BHK,1553.0,3.0,3.0,68.0
6622,Electronic City Phase II,2 BHK,920.0,2.0,2.0,26.0
6623,Jeevan bima nagar,3 BHK,1740.0,3.0,3.0,120.0
6624,OMBR Layout,3 BHK,1855.0,3.0,2.0,145.0
6625,Kundalahalli,3 BHK,1724.0,3.0,1.0,146.0
6626,B Narayanapura,2 BHK,1020.0,2.0,2.0,60.0
6627,Banaswadi,6 Bedroom,1000.0,4.0,2.0,150.0
6628,Uttarahalli,3 BHK,1250.0,2.0,1.0,50.0
6629,Sanjay nagar,3 BHK,1450.0,3.0,2.0,75.0
6630,Thubarahalli,2 BHK,1200.0,2.0,2.0,80.0
6631,Haralur Road,2 BHK,1140.0,2.0,2.0,58.0
6632,Hoskote,5 Bedroom,900.0,5.0,2.0,110.0
6633,Basava Nagar,1 BHK,550.0,1.0,1.0,16.0
6634,Bannerghatta Road,3 BHK,1450.0,3.0,1.0,44.0
6635,Jigani,1 Bedroom,1500.0,788.0,0.0,25.49
6636,Kanakpura Road,2 BHK,700.0,2.0,1.0,35.07
6637,Whitefield,3 Bedroom,1200.0,3.0,1.0,56.0
6638,Yelahanka,2 BHK,1050.0,2.0,1.0,45.0
6639,Somasundara Palya,3 BHK,1600.0,3.0,3.0,69.0
6640,Bannerghatta Road,3 BHK,1625.0,2.0,3.0,75.0
6641,Volagerekallahalli,2 BHK,1492.0,2.0,2.0,65.0
6642,Whitefield,4 BHK,2830.0,5.0,0.0,157.5
6643,Sarjapur  Road,3 BHK,1489.0,2.0,3.0,82.0
6644,Kanakapura,3 BHK,1560.0,2.0,2.0,62.38
6645,Haralur Road,2 BHK,1140.0,2.0,2.0,42.0
6646,Lavakusha Nagar,3 BHK,1431.0,3.0,2.0,65.0
6647,Lingadheeranahalli,3 BHK,1682.0,3.0,1.0,114.0
6648,Panathur,2 BHK,1198.0,2.0,1.0,86.26
6649,Outer Ring Road East,3 Bedroom,3664.0,3.0,2.0,325.0
6650,Sarjapur  Road,3 BHK,1550.0,2.0,2.0,69.75
6651,Kodichikkanahalli,2 BHK,1026.0,2.0,1.0,45.0
6652,Hennur,3 BHK,1260.0,2.0,2.0,52.0
6653,Singanayakanahalli,2 Bedroom,690.0,2.0,0.0,42.0
6654,Sarjapur  Road,1 BHK,539.0,1.0,1.0,45.0
6655,Sarakki Nagar,4 Bedroom,1200.0,4.0,1.0,85.0
6656,Attibele,3 Bedroom,2400.0,3.0,3.0,120.0
6657,Thubarahalli,2 BHK,1200.0,2.0,2.0,79.55
6658,Kundalahalli,4 Bedroom,2500.0,5.0,2.0,350.0
6659,Sarjapur  Road,3 BHK,1186.0,2.0,2.0,40.0
6660,Thanisandra,2 BHK,1039.0,2.0,2.0,39.5
6661,Mahalakshmi Puram,4 Bedroom,1500.0,5.0,3.0,233.0
6662,Gottigere,5 Bedroom,1500.0,4.0,1.0,100.0
6663,Malleshwaram,3 BHK,2520.0,3.0,2.0,150.0
6664,Brookefield,2 BHK,1225.0,2.0,2.0,66.5
6665,Bommanahalli,2 BHK,1350.0,2.0,2.0,72.0
6666,Vittal Mallya Road,2 BHK,1030.0,2.0,2.0,300.0
6667,Whitefield,3 BHK,1550.0,2.0,2.0,49.6
6668,Hoodi,3 BHK,1490.0,3.0,2.0,79.0
6669,Brindavan Nagar,3 BHK,1520.0,3.0,2.0,111.0
6670,Whitefield,4 Bedroom,4100.0,4.0,0.0,550.0
6671,Dena Bank Colony,3 BHK,1391.0,2.0,3.0,64.5
6672,Rachenahalli,2 BHK,1200.0,2.0,2.0,50.0
6673,Kadabagere,4 Bedroom,1200.0,4.0,2.0,86.0
6674,1st Block HBR Layout,5 Bedroom,2500.0,6.0,3.0,500.0
6675,Yelahanka,2 BHK,1322.0,2.0,2.0,80.0
6676,Whitefield,3 BHK,2173.0,3.0,2.0,128.0
6677,Sarjapur  Road,2 BHK,1200.0,2.0,2.0,75.0
6678,Thubarahalli,2 BHK,1200.0,2.0,2.0,47.0
6679,Mysore Road,2 BHK,1170.0,2.0,2.0,65.0
6680,NRI Layout,2 BHK,1125.0,2.0,2.0,45.56
6681,Devanahalli,1 BHK,655.0,1.0,0.0,28.57
6682,Seetharampalya,2 BHK,1250.0,2.0,2.0,90.0
6683,Chandapura,2 BHK,1025.0,2.0,2.0,27.68
6684,Yelahanka,3 BHK,1075.0,2.0,2.0,36.0
6685,High grounds,3 BHK,1900.0,2.0,2.0,190.0
6686,Whitefield,3 BHK,1435.0,3.0,2.0,45.0
6687,Electronics City Phase 1,2 BHK,1175.0,2.0,2.0,64.98
6688,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,2.0,56.0
6689,Doddabidrakallu,2 BHK,900.0,2.0,1.0,33.0
6690,Electronics City Phase 1,1 BHK,585.0,1.0,1.0,21.0
6691,Jigani,4 Bedroom,3170.0,5.0,2.0,230.0
